signal_strength,network_load,user_speed,call_duration,tower_distance,packet_loss,dropped_call,signal_quality,mobility_level,load_category,call_risk_score
-115,60,119,106,2.46,0.66,1,Poor,High,Medium,65.1
-54,69,117,290,7.4,3.04,0,Good,High,Medium,74.2
-114,79,8,119,7.99,3.64,1,Poor,Low,High,102.19999999999999
-69,46,85,558,2.55,2.41,0,Good,High,Medium,63.2
-107,40,22,561,7.19,1.23,1,Poor,Medium,Low,60.400000000000006
-106,50,70,197,8.14,3.1,1,Poor,High,Medium,82.8
-100,71,111,497,3.65,,1,Poor,High,High,83.01438888888889
-86,67,72,363,1.76,0.86,0,Moderate,High,Medium,61.2
-55,23,26,28,1.01,2.03,0,Good,Medium,Low,46.0
-119,45,87,402,5.8,2.18,1,Poor,High,Medium,75.5
-86,45,92,270,9.78,4.91,1,Moderate,High,Medium,92.89999999999999
-101,88,80,419,8.25,,1,Poor,High,High,90.1143888888889
-111,17,83,412,4.41,3.67,1,Poor,High,Low,76.8
-96,35,70,493,5.41,4.44,1,Poor,High,Low,87.2
-55,45,42,313,2.87,3.68,1,Good,Medium,Medium,71.30000000000001
-96,57,103,27,1.71,4.52,1,Poor,High,Medium,96.8
-67,94,6,193,4.87,,1,Good,Low,High,82.31438888888889
-88,37,91,414,4.69,2.28,0,Moderate,High,Low,63.99999999999999
-85,77,82,140,5.27,3.73,1,Moderate,High,High,93.6
-107,71,62,488,9.53,2.92,1,Poor,High,High,89.7
-56,89,83,17,6.08,0.88,1,Good,High,High,61.2
-67,95,43,327,6.1,1.7,1,Good,Medium,High,75.1
-69,85,38,400,1.37,1.59,1,Good,Medium,High,70.6
-118,89,39,528,9.97,1.31,1,Poor,Medium,High,84.1
-80,60,6,145,7.75,1.72,0,Moderate,Low,Medium,65.2
-115,51,69,540,8.78,2.57,1,Poor,High,Medium,80.6
-96,38,24,376,4.2,4.27,1,Poor,Medium,Low,86.69999999999999
-108,91,104,498,5.07,3.71,1,Poor,High,High,105.9
-113,19,58,20,5.27,4.18,1,Poor,Medium,Low,83.3
-100,48,12,562,2.02,4.42,1,Poor,Low,Medium,93.4
-53,91,102,455,6.93,2.08,1,Good,High,High,73.1
-96,10,103,123,9.04,1.73,1,Poor,High,Low,50.099999999999994
-53,48,85,205,1.72,0.29,0,Good,High,Medium,38.0
-76,30,112,332,0.95,,1,Moderate,High,Low,59.414388888888894
-61,74,80,521,7.41,0.33,0,Good,High,High,51.2
-109,24,111,174,2.8,3.71,1,Poor,High,Low,79.4
-89,13,85,261,6.28,1.89,0,Moderate,High,Low,50.8
-108,69,97,53,6.99,4.74,1,Poor,High,Medium,107.4
-90,70,61,479,3.29,2.1,0,Moderate,High,Medium,76.0
-101,29,7,498,8.17,4.08,1,Poor,Low,Low,82.69999999999999
-103,19,112,190,5.54,1.41,1,Poor,High,Low,52.599999999999994
-61,96,44,86,8.7,1.5,1,Good,Medium,High,71.7
-58,43,17,383,7.66,2.98,0,Good,Low,Medium,64.4
-115,57,87,76,8.7,4.99,1,Poor,High,Medium,107.2
-89,42,59,534,0.3,2.59,0,Moderate,Medium,Medium,69.4
-78,70,117,101,2.51,4.68,1,Moderate,High,Medium,98.19999999999999
-119,19,59,253,0.99,3.93,1,Poor,Medium,Low,82.6
-61,63,105,350,4.48,3.98,1,Good,High,Medium,83.3
-98,93,1,313,8.91,2.18,1,Poor,Low,High,88.4
-90,74,65,407,4.73,,0,Moderate,High,High,81.21438888888889
-116,86,90,457,8.51,0.96,1,Poor,High,High,78.8
-87,10,13,106,3.34,,1,Moderate,Low,Low,54.71438888888889
-111,14,47,340,3.46,4.8,1,Poor,Medium,Low,86.9
-119,89,102,214,8.97,3.74,1,Poor,High,High,108.69999999999999
-110,24,116,458,4.32,1.48,1,Poor,High,Low,57.400000000000006
-71,37,116,427,7.92,1.23,0,Good,High,Low,48.400000000000006
-90,32,55,86,2.44,,1,Moderate,Medium,Low,64.4143888888889
-65,26,11,558,9.49,,0,Good,Low,Low,54.51438888888889
-112,22,95,434,5.79,4.22,1,Poor,High,Low,84.6
-100,23,91,438,7.62,1.78,1,Poor,High,Low,57.0
-93,20,54,494,0.99,2.09,0,Moderate,Medium,Low,56.8
-59,37,27,144,4.98,4.16,1,Good,Medium,Low,74.10000000000001
-114,51,109,263,9.02,0.45,1,Poor,High,Medium,59.099999999999994
-105,70,88,569,8.78,1.77,1,Poor,High,Medium,77.2
-117,73,3,264,0.56,4.76,1,Poor,Low,High,111.9
-117,40,89,508,3.11,3.5,1,Poor,High,Low,86.1
-81,90,35,493,4.49,3.77,1,Moderate,Medium,High,98.0
-104,82,49,55,1.81,3.79,1,Poor,Medium,High,101.9
-69,19,2,452,7.33,0.3,0,Good,Low,Low,31.3
-69,17,0,591,1.93,1.02,0,Good,Low,Low,37.7
-85,30,16,588,3.53,2.46,0,Moderate,Low,Low,62.1
-83,86,70,13,6.67,1.84,1,Moderate,High,High,77.69999999999999
-71,68,61,10,4.87,2.05,0,Good,High,Medium,69.0
-58,59,47,299,7.41,3.91,1,Good,Medium,Medium,80.1
-58,78,61,118,9.62,0.07,0,Good,High,High,49.3
-59,79,68,584,1.25,3.3,0,Good,High,High,82.3
-114,39,18,469,7.12,0.0,1,Poor,Low,Low,49.8
-94,26,102,275,2.38,0.32,0,Moderate,High,Low,41.8
-107,84,109,147,4.2,,1,Poor,High,High,90.31438888888889
-116,29,33,443,0.43,4.2,1,Poor,Medium,Low,88.4
-66,57,98,53,1.45,0.72,0,Good,High,Medium,49.8
-119,82,48,519,3.27,,1,Poor,Medium,High,93.1143888888889
-59,11,79,271,3.49,3.39,0,Good,High,Low,56.0
-100,46,103,161,9.01,1.15,1,Poor,High,Medium,59.900000000000006
-100,10,113,222,7.44,2.56,1,Poor,High,Low,59.6
-111,13,46,243,9.72,4.56,1,Poor,Medium,Low,84.1
-63,63,102,370,6.03,2.56,0,Good,High,Medium,69.7
-82,34,90,329,2.49,0.79,0,Moderate,High,Low,46.099999999999994
-116,12,104,231,3.34,3.14,1,Poor,High,Low,71.0
-56,18,101,219,3.27,2.96,0,Good,High,Low,53.60000000000001
-108,95,113,405,3.33,0.13,1,Poor,High,High,71.69999999999999
-68,96,49,592,6.76,0.45,1,Good,Medium,High,63.300000000000004
-76,85,88,498,5.35,0.78,1,Moderate,High,High,64.6
-89,83,25,473,3.92,0.68,1,Moderate,Medium,High,66.7
-85,43,55,461,1.58,1.3,0,Moderate,Medium,Medium,55.7
-61,52,77,422,0.32,2.27,0,Good,High,Medium,61.8
-110,83,13,485,2.27,1.86,1,Poor,Low,High,84.80000000000001
-58,31,77,265,1.16,4.45,1,Good,High,Low,74.3
-100,79,24,159,7.88,3.06,1,Poor,Medium,High,92.2
-69,11,99,136,1.21,4.38,1,Good,High,Low,68.89999999999999
-66,75,3,401,7.27,2.64,0,Good,Low,High,76.2
-95,41,110,489,3.92,0.45,0,Moderate,High,Medium,49.400000000000006
-53,25,78,406,0.83,2.32,0,Good,High,Low,49.1
-87,85,31,411,8.15,4.11,1,Moderate,Medium,High,101.19999999999999
-69,10,81,283,5.84,0.97,0,Good,High,Low,34.4
-69,81,77,148,2.43,0.46,1,Good,High,High,57.7
-92,57,64,112,8.96,1.65,0,Moderate,High,Medium,66.89999999999999
-83,59,105,251,0.55,1.94,0,Moderate,High,Medium,67.9
-79,22,60,126,2.1,1.53,0,Moderate,High,Low,47.8
-100,24,19,223,7.55,0.68,1,Poor,Low,Low,46.400000000000006
-79,62,73,493,7.12,,0,Moderate,High,Medium,73.1143888888889
-108,53,9,538,2.96,3.41,1,Poor,Low,Medium,87.7
-57,17,87,233,0.71,1.93,0,Good,High,Low,43.2
-104,83,33,279,8.59,3.16,1,Poor,Medium,High,96.00000000000001
-112,55,60,143,3.21,2.68,1,Poor,High,Medium,82.4
-80,78,91,123,2.04,2.75,0,Moderate,High,High,82.7
-120,28,26,450,5.21,1.24,1,Poor,Medium,Low,59.6
-119,47,39,374,9.11,2.61,1,Poor,Medium,Medium,80.6
-61,20,64,241,0.53,0.12,0,Good,High,Low,27.5
-73,52,32,467,7.68,2.16,0,Good,Medium,Medium,64.30000000000001
-92,29,67,384,5.77,,0,Moderate,High,Low,63.814388888888885
-111,29,70,216,4.31,0.91,1,Poor,High,Low,54.0
-63,30,8,529,7.47,1.28,0,Good,Low,Low,43.7
-61,91,15,477,9.66,1.1,1,Good,Low,High,65.7
-100,66,4,452,2.37,0.35,1,Poor,Low,Medium,59.900000000000006
-93,59,97,330,1.52,1.74,0,Moderate,High,Medium,68.9
-87,83,22,102,9.14,4.89,1,Moderate,Medium,High,108.19999999999999
-113,35,42,417,6.72,1.77,1,Poor,Medium,Low,65.6
-62,39,113,167,4.44,2.3,0,Good,High,Low,57.2
-72,82,88,108,5.78,3.27,1,Good,High,High,87.1
-104,40,56,234,7.48,3.24,1,Poor,Medium,Low,79.60000000000001
-61,51,50,450,7.75,4.75,1,Good,Medium,Medium,86.2
-76,77,12,594,9.21,4.29,1,Moderate,Low,High,96.5
-52,70,23,410,4.33,3.97,1,Good,Medium,Medium,83.3
-89,70,10,580,3.0,4.76,1,Moderate,Low,Medium,102.3
-77,79,51,73,6.43,1.15,0,Moderate,Medium,High,66.2
-56,87,114,569,4.22,3.09,1,Good,High,High,82.5
-113,77,16,288,5.99,4.44,1,Poor,Low,High,109.1
-78,99,36,528,4.26,3.12,1,Moderate,Medium,High,94.20000000000002
-120,26,12,257,1.61,4.89,1,Poor,Low,Low,95.3
-70,28,61,377,4.75,0.5,0,Good,High,Low,37.2
-97,60,90,107,6.94,2.2,1,Poor,High,Medium,75.1
-97,79,83,277,8.01,4.89,1,Poor,High,High,109.6
-104,72,96,69,4.98,1.9,1,Poor,High,High,79.0
-116,84,105,509,1.74,3.7,1,Poor,High,High,105.39999999999999
-101,89,95,317,4.21,0.15,1,Poor,High,High,67.4
-100,39,7,502,7.88,3.47,1,Poor,Low,Low,80.30000000000001
-63,34,55,420,4.19,4.67,1,Good,Medium,Low,79.2
-90,84,92,149,7.0,1.91,1,Moderate,High,High,79.7
-110,80,103,337,5.12,0.11,1,Poor,High,High,66.1
-69,35,82,473,2.49,0.14,0,Good,High,Low,36.1
-106,65,69,172,7.98,4.46,1,Poor,High,Medium,102.39999999999999
-114,31,43,69,0.93,3.61,1,Poor,Medium,Low,82.69999999999999
-93,98,59,40,5.3,0.53,1,Moderate,Medium,High,72.4
-70,28,102,342,2.17,0.27,0,Good,High,Low,34.900000000000006
-63,40,111,85,0.76,4.02,1,Good,High,Low,75.1
-116,35,40,326,5.08,4.05,1,Poor,Medium,Low,89.3
-116,51,20,426,5.05,0.6,1,Poor,Medium,Medium,61.2
-113,50,85,199,7.1,1.51,1,Poor,High,Medium,69.0
-57,32,41,498,7.47,3.9,1,Good,Medium,Low,68.89999999999999
-111,56,73,324,7.31,2.63,1,Poor,High,Medium,82.0
-83,22,73,305,4.15,4.78,1,Moderate,High,Low,81.5
-113,98,115,510,6.35,2.41,1,Poor,High,High,97.2
-96,75,28,186,5.81,3.38,1,Poor,Medium,High,92.6
-55,75,79,224,4.27,,0,Good,High,High,71.1143888888889
-71,25,64,341,6.01,4.71,1,Good,High,Low,78.4
-54,82,16,137,9.48,,1,Good,Low,High,73.6143888888889
-72,37,29,278,2.01,1.15,0,Good,Medium,Low,47.9
-85,86,25,560,9.07,1.63,1,Moderate,Medium,High,76.19999999999999
-53,44,52,544,0.63,4.26,1,Good,Medium,Medium,76.1
-80,50,109,375,3.15,2.49,0,Moderate,High,Medium,68.9
-59,86,18,357,2.95,1.77,1,Good,Low,High,69.8
-111,40,52,151,6.3,2.72,1,Poor,Medium,Low,76.5
-100,94,84,154,1.4,0.67,1,Poor,High,High,74.30000000000001
-85,41,16,254,8.84,0.03,0,Moderate,Low,Medium,42.2
-109,63,45,451,8.3,1.4,1,Poor,Medium,Medium,71.9
-119,81,103,299,6.56,3.03,1,Poor,High,High,98.39999999999999
-108,68,84,121,4.64,3.56,1,Poor,High,Medium,95.2
-68,50,52,223,9.34,4.13,1,Good,Medium,Medium,81.69999999999999
-89,75,104,209,8.32,4.63,1,Moderate,High,High,103.0
-105,63,103,414,5.04,2.06,1,Poor,High,Medium,77.30000000000001
-89,49,63,430,7.05,3.7,1,Moderate,High,Medium,83.3
-89,37,44,16,5.71,0.37,0,Moderate,Medium,Low,45.2
-110,46,48,534,5.92,0.29,1,Poor,Medium,Medium,54.3
-111,74,18,295,3.38,0.62,1,Poor,Low,High,69.1
-106,83,70,398,4.67,2.24,1,Poor,High,High,87.4
-104,64,80,425,0.87,1.06,1,Poor,High,Medium,67.4
-81,13,64,159,3.64,1.43,0,Moderate,High,Low,43.8
-103,19,36,437,6.99,,1,Poor,Medium,Low,63.11438888888889
-66,56,69,302,9.54,,0,Good,High,Medium,66.81438888888889
-96,84,25,343,9.63,2.79,1,Poor,Medium,High,90.3
-62,23,1,281,5.6,2.06,0,Good,Low,Low,48.400000000000006
-99,47,58,52,6.11,0.84,1,Poor,Medium,Medium,56.900000000000006
-91,21,95,477,1.94,0.37,0,Moderate,High,Low,39.400000000000006
-77,54,111,328,6.98,1.18,0,Moderate,High,Medium,56.5
-89,26,117,501,0.8,,0,Moderate,High,Low,61.71438888888889
-70,89,4,536,2.92,3.09,1,Good,Low,High,87.5
-75,44,36,181,6.72,3.98,1,Good,Medium,Medium,79.9
-100,75,30,330,3.17,,1,Poor,Medium,High,84.6143888888889
-89,84,75,53,0.59,1.94,1,Moderate,High,High,79.7
-82,50,98,541,8.34,4.08,1,Moderate,High,Medium,85.39999999999999
-109,76,93,463,3.17,1.11,1,Poor,High,High,74.19999999999999
-74,38,47,92,0.72,0.6,0,Good,Medium,Low,43.400000000000006
-103,27,5,552,0.84,,1,Poor,Low,Low,66.31438888888889
-100,29,14,331,2.59,3.23,1,Poor,Low,Low,73.9
-108,23,14,243,1.86,3.0,1,Poor,Low,Low,71.6
-100,43,60,549,7.77,,1,Poor,High,Medium,71.81438888888889
-113,58,15,261,3.28,0.28,1,Poor,Low,Medium,59.900000000000006
-75,63,19,458,8.07,2.14,0,Good,Low,Medium,69.10000000000001
-114,40,76,248,1.82,1.19,1,Poor,High,Low,62.099999999999994
-98,67,43,499,4.98,3.8,1,Poor,Medium,Medium,94.19999999999999
-99,51,41,473,6.91,4.36,1,Poor,Medium,Medium,93.7
-99,67,45,323,6.55,1.41,1,Poor,Medium,Medium,70.6
-92,91,94,184,6.05,0.48,1,Moderate,High,High,68.8
-108,39,33,189,9.26,1.27,1,Poor,Medium,Low,60.7
-119,34,63,394,2.36,0.52,1,Poor,High,Low,54.5
-92,72,28,304,4.99,1.61,0,Moderate,Medium,High,72.5
-69,28,2,224,8.85,2.69,0,Good,Low,Low,58.8
-94,81,8,84,0.87,4.87,1,Moderate,Low,High,109.3
-71,17,74,353,0.65,2.0,0,Good,High,Low,48.1
-98,12,74,151,2.41,1.1,1,Poor,High,Low,45.2
-77,76,24,208,6.37,0.83,0,Moderate,Medium,High,61.8
-99,95,85,180,2.67,0.87,1,Poor,High,High,76.4
-78,90,41,415,1.98,0.96,1,Moderate,Medium,High,69.0
-84,26,45,237,4.64,3.81,1,Moderate,Medium,Low,73.7
-60,23,72,420,6.17,0.31,0,Good,High,Low,30.3
-65,18,83,71,2.56,4.99,1,Good,High,Low,76.60000000000001
-118,71,58,336,3.08,2.61,1,Poor,Medium,High,89.9
-58,30,20,142,6.17,2.72,0,Good,Medium,Low,56.6
-102,85,73,593,9.46,,1,Poor,High,High,89.21438888888889
-98,46,21,599,6.78,3.45,1,Poor,Medium,Medium,82.30000000000001
-92,20,28,198,7.85,2.36,0,Moderate,Medium,Low,59.199999999999996
-91,29,62,365,3.73,,0,Moderate,High,Low,63.51438888888889
-82,44,72,80,2.8,1.33,0,Moderate,High,Medium,55.5
-96,62,60,272,4.6,4.63,1,Poor,High,Medium,99.89999999999999
-113,56,63,315,8.09,1.45,1,Poor,High,Medium,70.80000000000001
-63,84,68,567,4.62,,1,Good,High,High,77.1143888888889
-105,61,39,233,8.48,1.75,1,Poor,Medium,Medium,73.4
-120,17,74,337,9.89,0.43,1,Poor,High,Low,47.1
-116,13,0,597,0.81,0.93,1,Poor,Low,Low,49.3
-118,36,116,83,0.55,0.95,1,Poor,High,Low,59.3
-56,53,105,520,1.58,3.47,0,Good,High,Medium,72.7
-117,49,64,151,3.91,2.03,1,Poor,High,Medium,75.0
-57,56,61,594,1.4,3.91,1,Good,High,Medium,78.6
-111,53,53,111,8.72,3.54,1,Poor,Medium,Medium,89.9
-100,57,102,590,0.33,0.96,1,Poor,High,Medium,62.4
-75,94,59,74,3.23,2.81,1,Good,Medium,High,88.2
-94,61,45,202,1.93,3.71,1,Moderate,Medium,Medium,89.7
-55,93,4,71,9.32,3.17,1,Good,Low,High,85.4
-80,77,112,541,6.73,3.0,0,Moderate,High,High,84.8
-108,20,21,250,9.13,3.7,1,Poor,Medium,Low,77.4
-112,86,89,419,9.73,0.28,1,Poor,High,High,70.8
-85,82,52,309,5.02,3.66,1,Moderate,Medium,High,94.9
-63,13,69,204,2.42,1.36,0,Good,High,Low,37.7
-67,85,31,463,2.02,2.86,1,Good,Medium,High,82.69999999999999
-109,82,111,583,2.31,1.21,1,Poor,High,High,77.6
-107,86,10,310,7.12,,1,Poor,Low,High,91.1143888888889
-87,57,9,465,0.5,2.4,0,Moderate,Low,Medium,72.89999999999999
-68,35,110,211,0.61,3.21,0,Good,High,Low,66.5
-101,86,38,311,6.12,3.97,1,Poor,Medium,High,104.39999999999999
-105,48,118,346,6.46,4.48,1,Poor,High,Medium,95.5
-51,67,97,41,6.69,3.66,1,Good,High,Medium,78.7
-65,28,30,107,3.78,0.74,0,Good,Medium,Low,38.1
-63,97,11,200,8.08,4.27,1,Good,Low,High,100.4
-117,92,114,550,5.38,3.09,1,Poor,High,High,102.80000000000001
-117,86,107,57,1.14,3.05,1,Poor,High,High,100.0
-101,86,79,259,7.99,4.61,1,Poor,High,High,110.8
-111,67,37,235,9.54,1.24,1,Poor,Medium,Medium,72.5
-97,37,66,281,0.69,1.2,1,Poor,High,Low,55.9
-95,75,65,494,3.97,,0,Moderate,High,High,83.1143888888889
-84,19,51,337,4.93,3.75,1,Moderate,Medium,Low,70.3
-67,95,4,189,1.55,2.24,1,Good,Low,High,80.5
-100,86,10,32,8.69,3.17,1,Poor,Low,High,96.1
-83,67,24,379,2.91,2.26,0,Moderate,Medium,Medium,74.3
-75,82,34,254,7.85,3.05,1,Good,Medium,High,85.80000000000001
-117,23,34,169,6.74,4.11,1,Poor,Medium,Low,85.4
-61,93,21,382,6.02,0.9,1,Good,Medium,High,64.5
-64,24,36,294,2.0,3.48,0,Good,Medium,Low,63.599999999999994
-76,42,85,530,2.28,,1,Moderate,High,Medium,64.21438888888889
-101,26,54,459,0.57,2.24,1,Poor,Medium,Low,63.1
-104,33,74,590,2.48,1.62,1,Poor,High,Low,60.60000000000001
-117,39,95,145,3.52,0.07,1,Poor,High,Low,51.400000000000006
-107,71,98,105,8.35,,1,Poor,High,High,85.1143888888889
-118,22,94,128,3.73,,1,Poor,High,Low,68.81438888888889
-63,71,108,383,7.57,1.79,0,Good,High,High,65.19999999999999
-66,56,116,283,4.45,1.68,0,Good,High,Medium,59.0
-117,25,71,186,7.87,2.49,1,Poor,High,Low,70.0
-97,75,63,286,9.77,3.51,1,Poor,High,High,94.19999999999999
-87,90,19,147,2.47,3.86,1,Moderate,Low,High,100.69999999999999
-91,52,105,141,8.64,1.96,0,Moderate,High,Medium,67.7
-102,17,97,53,6.26,3.32,1,Poor,High,Low,70.6
-90,12,3,132,8.19,3.6,1,Moderate,Low,Low,67.8
-61,21,17,145,6.55,1.48,0,Good,Low,Low,41.5
-61,93,50,376,4.3,0.48,1,Good,Medium,High,60.3
-102,25,67,382,2.36,4.47,1,Poor,High,Low,85.3
-72,87,19,135,0.79,3.39,1,Good,Low,High,90.3
-58,89,8,448,5.4,,1,Good,Low,High,77.6143888888889
-99,68,79,585,9.9,0.29,1,Poor,High,Medium,59.8
-97,58,25,60,7.41,4.09,1,Poor,Medium,Medium,93.19999999999999
-91,72,101,146,3.34,2.83,0,Moderate,High,High,84.4
-63,71,24,167,8.29,4.24,1,Good,Medium,High,89.70000000000002
-90,58,67,65,7.71,4.87,1,Moderate,High,Medium,98.9
-57,60,40,437,2.89,4.79,1,Good,Medium,Medium,89.0
-102,42,58,452,0.24,,1,Poor,Medium,Medium,72.01438888888889
-73,39,44,335,1.27,0.05,0,Good,Medium,Low,38.0
-76,68,40,89,8.79,4.43,1,Moderate,Medium,Medium,94.3
-66,85,37,483,8.38,0.38,1,Good,Medium,High,57.599999999999994
-66,24,116,386,3.02,4.26,1,Good,High,Low,72.0
-103,91,18,342,2.92,1.4,1,Poor,Low,High,81.3
-58,32,13,184,7.95,3.05,0,Good,Low,Low,60.699999999999996
-74,87,20,450,9.38,0.19,1,Good,Medium,High,58.900000000000006
-64,54,14,135,7.81,3.86,1,Good,Low,Medium,79.4
-76,71,2,228,6.1,0.56,0,Moderate,Low,High,56.8
-88,88,36,287,2.5,2.05,1,Moderate,Medium,High,82.1
-104,80,116,494,5.3,4.09,1,Poor,High,High,104.10000000000001
-51,24,113,150,2.41,3.48,0,Good,High,Low,59.699999999999996
-117,55,45,119,8.1,0.03,1,Poor,Medium,Medium,57.400000000000006
-101,73,15,61,3.93,2.02,1,Poor,Low,High,79.7
-74,55,13,328,8.35,0.21,0,Good,Low,Medium,46.3
-106,65,8,208,3.88,,1,Poor,Low,Medium,82.41438888888888
-51,53,110,55,8.26,4.84,1,Good,High,Medium,84.89999999999999
-74,84,6,514,3.4,3.28,1,Good,Low,High,88.60000000000001
-112,38,13,549,4.46,1.12,1,Poor,Low,Low,60.0
-105,71,5,523,6.19,1.78,1,Poor,Low,High,77.7
-52,98,84,26,0.8,4.88,1,Good,High,High,103.6
-60,61,14,324,9.49,1.12,0,Good,Low,Medium,53.6
-111,63,51,445,5.78,2.81,1,Poor,Medium,Medium,86.6
-71,97,71,397,5.13,2.0,1,Good,High,High,80.10000000000001
-118,66,33,86,8.41,3.84,1,Poor,Medium,Medium,100.19999999999999
-51,92,103,380,8.67,4.34,1,Good,High,High,95.5
-70,75,0,174,5.27,1.7,0,Good,Low,High,68.0
-102,31,95,33,9.28,3.3,1,Poor,High,Low,76.0
-79,29,112,44,0.74,2.75,0,Moderate,High,Low,62.8
-86,42,114,523,1.22,1.39,0,Moderate,High,Medium,56.5
-75,81,68,470,6.01,,1,Good,High,High,79.51438888888889
-95,34,93,147,3.61,2.69,0,Moderate,High,Low,69.0
-52,55,85,583,4.7,0.77,0,Good,High,Medium,45.3
-57,82,19,580,3.35,4.05,1,Good,Low,High,90.4
-84,66,79,274,4.11,0.35,0,Moderate,High,Medium,55.1
-72,96,6,342,8.24,0.47,1,Good,Low,High,64.7
-100,14,6,197,5.98,1.71,1,Poor,Low,Low,52.7
-57,64,49,72,9.97,0.59,0,Good,Medium,Medium,48.599999999999994
-116,70,113,288,7.89,2.38,1,Poor,High,Medium,86.6
-51,98,1,551,2.81,2.0,1,Good,Low,High,74.5
-117,17,46,180,2.72,,1,Poor,Medium,Low,66.51438888888889
-82,25,13,512,3.43,4.77,1,Moderate,Low,Low,82.3
-86,57,30,542,8.45,3.77,1,Moderate,Medium,Medium,86.3
-120,70,49,308,0.37,0.9,1,Poor,Medium,Medium,73.0
-97,24,60,210,2.38,4.68,1,Poor,High,Low,85.5
-64,74,40,144,9.06,1.96,0,Good,Medium,High,68.4
-51,31,13,281,6.43,,0,Good,Low,Low,52.314388888888885
-80,12,4,544,2.35,,0,Moderate,Low,Low,53.414388888888894
-67,63,74,451,2.27,1.4,0,Good,High,Medium,59.3
-75,23,103,96,8.64,4.48,1,Good,High,Low,76.5
-61,45,4,40,8.95,,0,Good,Low,Medium,60.914388888888894
-61,91,63,130,2.64,2.89,1,Good,High,High,83.6
-64,91,28,78,4.26,1.2,1,Good,Medium,High,67.6
-90,76,74,505,8.36,3.99,1,Moderate,High,High,97.30000000000001
-97,19,4,155,7.73,3.87,1,Poor,Low,Low,75.4
-85,58,112,342,8.16,1.48,0,Moderate,High,Medium,63.5
-91,74,117,490,5.23,3.41,0,Moderate,High,High,91.0
-97,66,95,272,9.12,3.52,1,Poor,High,Medium,90.7
-91,36,35,302,3.33,2.81,0,Moderate,Medium,Low,69.8
-114,84,78,438,1.65,3.0,1,Poor,High,High,97.8
-86,14,18,95,7.12,2.87,0,Moderate,Low,Low,60.10000000000001
-66,80,63,25,5.44,0.41,0,Good,High,High,55.900000000000006
-107,92,21,127,8.56,3.35,1,Poor,Medium,High,102.4
-111,66,33,279,0.9,2.35,1,Poor,Medium,Medium,83.2
-105,24,55,404,8.45,2.19,1,Poor,Medium,Low,63.0
-67,85,16,171,3.0,4.3,1,Good,Low,High,97.1
-51,39,75,113,6.58,0.12,0,Good,High,Low,32.1
-77,29,88,176,0.5,1.26,0,Moderate,High,Low,47.3
-76,46,55,309,6.13,0.61,0,Moderate,Medium,Medium,47.3
-65,12,16,37,7.2,0.18,0,Good,Low,Low,26.1
-64,82,73,433,3.75,1.38,1,Good,High,High,65.8
-100,50,91,571,2.23,4.94,1,Poor,High,Medium,99.4
-53,48,81,165,5.42,1.35,0,Good,High,Medium,48.6
-71,35,114,333,8.35,3.32,0,Good,High,Low,68.5
-88,11,17,357,3.3,0.59,0,Moderate,Low,Low,36.7
-114,32,44,130,2.6,3.01,1,Poor,Medium,Low,77.1
-51,32,95,537,2.86,4.92,1,Good,High,Low,77.3
-106,94,77,570,9.5,,1,Poor,High,High,94.01438888888889
-89,25,55,173,3.66,4.24,1,Moderate,Medium,Low,79.10000000000001
-101,18,79,71,0.14,4.99,1,Poor,High,Low,87.4
-106,22,49,349,7.84,,1,Poor,Medium,Low,65.21438888888889
-73,37,57,321,7.02,1.55,0,Good,Medium,Low,52.2
-100,36,17,385,1.37,3.37,1,Poor,Low,Low,78.1
-79,60,79,355,9.85,4.22,1,Moderate,High,Medium,89.89999999999999
-95,73,80,159,6.12,0.86,0,Moderate,High,High,66.30000000000001
-107,61,6,594,5.06,,1,Poor,Low,Medium,81.1143888888889
-64,90,75,590,3.88,1.6,1,Good,High,High,71.2
-84,47,97,186,9.0,1.42,0,Moderate,High,Medium,58.2
-63,74,9,363,2.52,4.3,1,Good,Low,High,91.5
-100,27,68,523,2.93,2.11,1,Poor,High,Low,61.9
-52,72,84,318,1.31,1.7,0,Good,High,High,61.4
-118,60,2,128,7.62,3.02,1,Poor,Low,Medium,89.6
-84,18,82,528,6.0,1.1,0,Moderate,High,Low,43.4
-72,22,108,487,6.13,1.15,0,Good,High,Low,41.9
-102,49,43,423,2.26,2.6,1,Poor,Medium,Medium,76.2
-109,64,98,596,6.55,2.05,1,Poor,High,Medium,78.8
-60,88,69,360,7.68,1.47,1,Good,High,High,67.9
-80,52,13,515,3.64,0.27,0,Moderate,Low,Medium,47.5
-88,53,3,204,8.03,2.6,0,Moderate,Low,Medium,73.6
-71,77,108,196,3.55,4.08,1,Good,High,High,92.89999999999999
-53,42,114,459,7.61,4.26,1,Good,High,Medium,75.29999999999998
-88,33,17,505,0.43,1.18,0,Moderate,Low,Low,51.4
-97,45,92,524,5.56,3.0,1,Poor,High,Medium,77.1
-60,19,98,282,9.7,,1,Good,High,Low,50.21438888888889
-60,29,51,61,9.81,2.04,0,Good,Medium,Low,50.0
-93,84,37,272,2.89,4.66,1,Moderate,Medium,High,108.1
-63,21,79,377,4.47,4.51,1,Good,High,Low,72.39999999999999
-78,71,19,142,0.72,1.04,0,Moderate,Low,High,62.2
-80,27,87,234,8.75,1.29,0,Moderate,High,Low,47.7
-82,72,98,319,5.73,0.9,0,Moderate,High,High,62.39999999999999
